District Name,Taluk Name,Market Name,Address,Telephone,Commodity,Year,Month,Arrival,Unit
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Alasande Gram,2012,Apr,800,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Apr,1923,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Apr,41,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cotton,2012,Apr,106,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Apr,119,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Apr,1465,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Greengram,2012,Apr,69,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Apr,592,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Apr,33,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Apr,58,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Apr,107,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Apr,90,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Apr,87,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Apr,230,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Apr,1865,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Apr,3925,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Apr,570,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Alasande Gram,2012,May,205,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,May,684,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,May,117,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,May,185,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,May,1480,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,May,393,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,May,46,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,May,49,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,May,1098,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,May,180,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,May,628,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,May,361,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,May,1716,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,May,2610,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,May,402,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Alasande Gram,2012,Jun,206,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Jun,409,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Jun,144,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cotton,2012,Jun,11,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Jun,350,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Jun,942,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Jun,39,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Jun,46,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Jun,515,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Jun,190,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Jun,678,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Jun,357,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Jun,1853,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Jun,3194,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Jun,220,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Jul,713,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Jul,88,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Jul,258,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Jul,676,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Jul,1386,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Jul,22,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Jul,116,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Jul,4262,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Jul,147,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Jul,590,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Jul,345,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Jul,1535,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Jul,1553,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Aug,792,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Aug,109,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Aug,278,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Aug,890,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Aug,40,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Aug,36,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Aug,180,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Aug,3678,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Neem Seed,2012,Aug,90,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Aug,233,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Aug,790,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Aug,409,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Aug,1415,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Aug,1240,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Sep,807,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Sep,84,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Sep,205,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Sep,752,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Sep,32,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Sep,203,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Sep,5792,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Sep,141,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Sep,860,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Sep,219,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Sep,1216,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Sep,1104,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Sep,332,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Oct,9883,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Oct,120,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Castor Seed,2012,Oct,100,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Oct,124,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Oct,690,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Oct,45,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Oct,238,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Oct,7994,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Neem Seed,2012,Oct,75,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Oct,204,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Oct,811,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Oct,247,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Oct,1475,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Oct,1720,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Oct,297,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Nov,3028,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bengalgram,2012,Nov,151,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Nov,56,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Nov,168,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Nov,831,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Nov,29,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Nov,410,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Nov,10753,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Neem Seed,2012,Nov,75,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Nov,135,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Nov,827,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Nov,240,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Nov,1531,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Nov,1905,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Nov,206,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Wheat,2012,Nov,80,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bajra,2012,Dec,27330,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Bull  ,2012,Dec,60,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Cow  ,2012,Dec,193,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Goat  ,2012,Dec,1150,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Groundnut,2012,Dec,110,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,He Baffalo  ,2012,Dec,41,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Horse Gram,2012,Dec,22,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Jowar,2012,Dec,420,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Maize,2012,Dec,34790,Quintal   
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ox  ,2012,Dec,231,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Ram  ,2012,Dec,1068,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Baffalo  ,2012,Dec,242,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,She Goat  ,2012,Dec,2181,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sheep  ,2012,Dec,2479,Numbers 
Bagalakot,Badami,BADAMI,SECRATRY A.P.M.C.BADAMI  BADAMI,220042,Sunflower,2012,Dec,515,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Bajra,2012,Jan,1163,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Bengalgram,2012,Jan,7388,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Greengram,2012,Jan,90,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Groundnut,2012,Jan,53,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Jowar,2012,Jan,598,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Maize,2012,Jan,10880,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Onion,2012,Jan,10136,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Sunflower,2012,Jan,8448,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Tur,2012,Jan,933,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Alasande Gram,2012,Feb,2,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Bajra,2012,Feb,338,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Bengalgram,2012,Feb,5357,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Groundnut,2012,Feb,1854,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Maize,2012,Feb,3423,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Onion,2012,Feb,7191,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Safflower,2012,Feb,16,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Sunflower,2012,Feb,632,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Tur,2012,Feb,29,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Alasande Gram,2012,Mar,78,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Bajra,2012,Mar,85,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Bengalgram,2012,Mar,1775,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Cowpea,2012,Mar,35,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Greengram,2012,Mar,9,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Groundnut,2012,Mar,4669,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Jowar,2012,Mar,10,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Maize,2012,Mar,3068,Quintal   
Bagalakot,Bagalkot,BAGALKOT,NAVANAGAR  BAGALKOT,8354235370,Onion,2012,Mar,9180,Quintal   
